bus_name,address_hex,frame_name,signal_name,vapi_alias
ETH,0x3DF,BCFALCD_doorStatus,BCFALCD_calibrationRequired,ETH_BCFALCD_calibrationRequired
ETH,0x3DF,BCFALCD_doorStatus,BCFALCD_doorCtrlStatus,ETH_BCFALCD_doorCtrlStatus
ETH,0x3DF,BCFALCD_doorStatus,BCFALCD_obstacleDetected,ETH_BCFALCD_obstacleDetected
ETH,0x3DF,BCFALCD_doorStatus,BCFALCD_quickOpenInUse,ETH_BCFALCD_quickOpenInUse
ETH,0x3E9,BCFALCD_openToFitData,BCFALCD_USSXLimit_cm,ETH_BCFALCD_USSXLimit_cm
ETH,0x3E9,BCFALCD_openToFitData,BCFALCD_doorMaxHeight_cm,ETH_BCFALCD_doorMaxHeight_cm
ETH,0x3E9,BCFALCD_openToFitData,BCFALCD_indoorModeDetected,ETH_BCFALCD_indoorModeDetected
ETH,0x3E9,BCFALCD_openToFitData,BCFALCD_quickOpenAvailable,ETH_BCFALCD_quickOpenAvailable
ETH,0x3E0,BCFALCP_doorStatus,BCFALCP_MCUChimeRequest,ETH_BCFALCP_MCUChimeRequest
ETH,0x3E0,BCFALCP_doorStatus,BCFALCP_calibrationRequired,ETH_BCFALCP_calibrationRequired
ETH,0x3E0,BCFALCP_doorStatus,BCFALCP_doorCtrlStatus,ETH_BCFALCP_doorCtrlStatus
ETH,0x3E0,BCFALCP_doorStatus,BCFALCP_obstacleDetected,ETH_BCFALCP_obstacleDetected
ETH,0x3E0,BCFALCP_doorStatus,BCFALCP_quickOpenInUse,ETH_BCFALCP_quickOpenInUse
ETH,0x3EC,BCFALCP_openToFitData,BCFALCP_USSXLimit_cm,ETH_BCFALCP_USSXLimit_cm
ETH,0x3EC,BCFALCP_openToFitData,BCFALCP_doorMaxHeight_cm,ETH_BCFALCP_doorMaxHeight_cm
ETH,0x3EC,BCFALCP_openToFitData,BCFALCP_quickOpenAvailable,ETH_BCFALCP_quickOpenAvailable
ETH,0x202,BCFDM_status,BCFDM_doorIsMoving,ETH_BCFDM_doorIsMoving
ETH,0x202,BCFDM_status,BCFDM_doorNextAction,ETH_BCFDM_doorNextAction
ETH,0x202,BCFDM_status,BCFDM_doorPercentOpen,ETH_BCFDM_doorPercentOpen
ETH,0x200,BCFPM_status,BCFPM_doorIsMoving,ETH_BCFPM_doorIsMoving
ETH,0x200,BCFPM_status,BCFPM_doorNextAction,ETH_BCFPM_doorNextAction
ETH,0x200,BCFPM_status,BCFPM_doorPercentOpen,ETH_BCFPM_doorPercentOpen
ETH,0x367,BCFRONT_warningMatrix1,BCFRONT_w056_AFSError,ETH_BCFRONT_w056_AFSError
ETH,0x21A,BCREAR_PLGStatus,BCREAR_PLGMCUChimeRequest,ETH_BCREAR_PLGMCUChimeRequest
ETH,0x1FF,BCREAR_status,BCREAR_spoilerStatus,ETH_BCREAR_spoilerStatus
ETH,0x29B,BCS2C_pitchMovementStatus,BCS2C_pitchPosition,ETH_BCS2C_pitchPosition
ETH,0x29B,BCS2C_pitchMovementStatus,BCS2C_pitchState,ETH_BCS2C_pitchState
ETH,0x25C,BCS2C_restraintStatus,BCS2C_2RSeatBeltReminderChime,ETH_BCS2C_2RSeatBeltReminderChime
ETH,0x25C,BCS2C_restraintStatus,BCS2C_2RowBuckleStatus,ETH_BCS2C_2RowBuckleStatus
ETH,0x25C,BCS2C_restraintStatus,BCS2C_2RowOccupancyStatus,ETH_BCS2C_2RowOccupancyStatus
ETH,0x2AF,BCS2C_trackMovementStatus,BCS2C_trackMotorPosition,ETH_BCS2C_trackMotorPosition
ETH,0x2AF,BCS2C_trackMovementStatus,BCS2C_trackState,ETH_BCS2C_trackState
ETH,0x29A,BCS2L_pitchMovementStatus,BCS2L_pitchPosition,ETH_BCS2L_pitchPosition
ETH,0x29A,BCS2L_pitchMovementStatus,BCS2L_pitchState,ETH_BCS2L_pitchState
ETH,0x25B,BCS2L_restraintStatus,BCS2L_2RSeatBeltReminderChime,ETH_BCS2L_2RSeatBeltReminderChime
ETH,0x25B,BCS2L_restraintStatus,BCS2L_2RowBuckleStatus,ETH_BCS2L_2RowBuckleStatus
ETH,0x25B,BCS2L_restraintStatus,BCS2L_2RowOccupancyStatus,ETH_BCS2L_2RowOccupancyStatus
ETH,0x25B,BCS2L_restraintStatus,BCS2L_3RSeatBeltReminderChime,ETH_BCS2L_3RSeatBeltReminderChime
ETH,0x25B,BCS2L_restraintStatus,BCS2L_3RowBuckleStatus,ETH_BCS2L_3RowBuckleStatus
ETH,0x25B,BCS2L_restraintStatus,BCS2L_3RowOccupancyStatus,ETH_BCS2L_3RowOccupancyStatus
ETH,0x2AB,BCS2L_trackMovementStatus,BCS2L_trackMotorPosition,ETH_BCS2L_trackMotorPosition
ETH,0x2AB,BCS2L_trackMovementStatus,BCS2L_trackState,ETH_BCS2L_trackState
ETH,0x29D,BCS2R_pitchMovementStatus,BCS2R_pitchPosition,ETH_BCS2R_pitchPosition
ETH,0x29D,BCS2R_pitchMovementStatus,BCS2R_pitchState,ETH_BCS2R_pitchState
ETH,0x25D,BCS2R_restraintStatus,BCS2R_2RSeatBeltReminderChime,ETH_BCS2R_2RSeatBeltReminderChime
ETH,0x25D,BCS2R_restraintStatus,BCS2R_2RowBuckleStatus,ETH_BCS2R_2RowBuckleStatus
ETH,0x25D,BCS2R_restraintStatus,BCS2R_2RowOccupancyStatus,ETH_BCS2R_2RowOccupancyStatus
ETH,0x25D,BCS2R_restraintStatus,BCS2R_3RSeatBeltReminderChime,ETH_BCS2R_3RSeatBeltReminderChime
ETH,0x25D,BCS2R_restraintStatus,BCS2R_3RowBuckleStatus,ETH_BCS2R_3RowBuckleStatus
ETH,0x25D,BCS2R_restraintStatus,BCS2R_3RowOccupancyStatus,ETH_BCS2R_3RowOccupancyStatus
ETH,0x2AE,BCS2R_trackMovementStatus,BCS2R_trackMotorPosition,ETH_BCS2R_trackMotorPosition
ETH,0x2AE,BCS2R_trackMovementStatus,BCS2R_trackState,ETH_BCS2R_trackState
ETH,0x20,BMS_alertMatrix1,BMS_f001_HW_Over_Current,ETH_BMS_f001_HW_Over_Current
ETH,0x3E2,BMS_alertMatrix7,BMS_u014_Not_Enough_Pwr_To_Heat,ETH_BMS_u014_Not_Enough_Pwr_To_Heat
ETH,0x6,BMS_bmbMinMax,BMS_brickNumVoltageMax,ETH_BMS_brickNumVoltageMax
ETH,0x6,BMS_bmbMinMax,BMS_brickNumVoltageMin,ETH_BMS_brickNumVoltageMin
ETH,0x6,BMS_bmbMinMax,BMS_brickVoltageMax,ETH_BMS_brickVoltageMax
ETH,0x6,BMS_bmbMinMax,BMS_brickVoltageMin,ETH_BMS_brickVoltageMin
ETH,0x6,BMS_bmbMinMax,BMS_moduleNumTMax,ETH_BMS_moduleNumTMax
ETH,0x6,BMS_bmbMinMax,BMS_moduleNumTMin,ETH_BMS_moduleNumTMin
ETH,0x40,BMS_chargeStatus,BMS_chgPowerAvailable,ETH_BMS_chgPowerAvailable
ETH,0x40,BMS_chargeStatus,BMS_fullChargeComplete,ETH_BMS_fullChargeComplete
ETH,0x3A3,BMS_dcChargeStatus,BMS_evseOutputDcCurrent,ETH_BMS_evseOutputDcCurrent
ETH,0x3C2,BMS_diagnostics,BMS_modelTMax,ETH_BMS_modelTMax
ETH,0x3C2,BMS_diagnostics,BMS_modelTMin,ETH_BMS_modelTMin
ETH,0x386,BMS_energyStatus,BMS_energyBuffer,ETH_BMS_energyBuffer
ETH,0x386,BMS_energyStatus,BMS_expectedEnergyRemaining,ETH_BMS_expectedEnergyRemaining
ETH,0x386,BMS_energyStatus,BMS_idealEnergyRemaining,ETH_BMS_idealEnergyRemaining
ETH,0x386,BMS_energyStatus,BMS_nominalEnergyRemaining,ETH_BMS_nominalEnergyRemaining
ETH,0x386,BMS_energyStatus,BMS_nominalFullPackEnergy,ETH_BMS_nominalFullPackEnergy
ETH,0x3D2,BMS_kwhCounter,BMS_kwhChargeTotal,ETH_BMS_kwhChargeTotal
ETH,0x3D2,BMS_kwhCounter,BMS_kwhDischargeTotal,ETH_BMS_kwhDischargeTotal
ETH,0x452,BMS_packConfig,BMS_reservedConfig_0,ETH_BMS_reservedConfig_0
ETH,0x41,BMS_socStatus,BMS_socMin,ETH_BMS_socMin
ETH,0x41,BMS_socStatus,BMS_dcChargerKwhTotal,ETH_BMS_dcChargerKwhTotal
ETH,0x41,BMS_socStatus,BMS_acChargerKwhTotal,ETH_BMS_acChargerKwhTotal
ETH,0x219,BMS_status,BMS_hvilStatus,ETH_BMS_hvilStatus
ETH,0x312,BMS_thermalStatus,BMS_battTempPct,ETH_BMS_battTempPct
ETH,0x312,BMS_thermalStatus,BMS_dragStripStatus,ETH_BMS_dragStripStatus
ETH,0x312,BMS_thermalStatus,BMS_dsTargetTimeEst,ETH_BMS_dsTargetTimeEst
ETH,0x312,BMS_thermalStatus,BMS_inletActiveCoolTargetT,ETH_BMS_inletActiveCoolTargetT
ETH,0x312,BMS_thermalStatus,BMS_inletActiveHeatTargetT,ETH_BMS_inletActiveHeatTargetT
ETH,0x312,BMS_thermalStatus,BMS_inletPassiveTargetT,ETH_BMS_inletPassiveTargetT
ETH,0x312,BMS_thermalStatus,BMS_packTemperature,ETH_BMS_packTemperature
ETH,0x39E,CC_chgStatus,CC_currentLimit,ETH_CC_currentLimit
ETH,0x39E,CC_chgStatus,CC_gridGrounding,ETH_CC_gridGrounding
ETH,0x46E,CC_logData,CC_lifetimei2t,ETH_CC_lifetimei2t
ETH,0x46E,CC_logData,CC_lifetimeCtrCycles,ETH_CC_lifetimeCtrCycles
ETH,0x46E,CC_logData,CC_lifetimeCtrCyclesLoaded,ETH_CC_lifetimeCtrCyclesLoaded
ETH,0x46E,CC_logData,CC_lifetimeAlertCount,ETH_CC_lifetimeAlertCount
ETH,0x46E,CC_logData,CC_lifetimeThermalFoldbacks,ETH_CC_lifetimeThermalFoldbacks
ETH,0x46E,CC_logData,CC_lifetimeAvgStartupTemp,ETH_CC_lifetimeAvgStartupTemp
ETH,0x2AC,CHGS_HVStatus,CHGS_iBat,ETH_CHGS_iBat
ETH,0x2AC,CHGS_HVStatus,CHGS_vBat,ETH_CHGS_vBat
ETH,0x2AC,CHGS_HVStatus,CHGS_vBoost,ETH_CHGS_vBoost
ETH,0x2AC,CHGS_HVStatus,CHGS_vBoostTarget,ETH_CHGS_vBoostTarget
ETH,0x28C,CHGS_lineStatus,CHGS_availableLineCurrent,ETH_CHGS_availableLineCurrent
ETH,0x28C,CHGS_lineStatus,CHGS_cableCurrentLimit,ETH_CHGS_cableCurrentLimit
ETH,0x28C,CHGS_lineStatus,CHGS_chargeEnabled,ETH_CHGS_chargeEnabled
ETH,0x28C,CHGS_lineStatus,CHGS_chargerFault,ETH_CHGS_chargerFault
ETH,0x28C,CHGS_lineStatus,CHGS_inputVoltage,ETH_CHGS_inputVoltage
ETH,0x28C,CHGS_lineStatus,CHGS_lineCurrent,ETH_CHGS_lineCurrent
ETH,0x28C,CHGS_lineStatus,CHGS_powerAvailable,ETH_CHGS_powerAvailable
ETH,0x29C,CHGS_status,CHGS_evseAccept,ETH_CHGS_evseAccept
ETH,0x29C,CHGS_status,CHGS_mainState,ETH_CHGS_mainState
ETH,0x29C,CHGS_status,CHGS_pilot,ETH_CHGS_pilot
ETH,0x29C,CHGS_status,CHGS_pilotCurrent,ETH_CHGS_pilotCurrent
ETH,0x29C,CHGS_status,CHGS_proximity,ETH_CHGS_proximity
ETH,0x29C,CHGS_status,CHGS_requestHVACPowerOn,ETH_CHGS_requestHVACPowerOn
ETH,0x29C,CHGS_status,CHGS_subState,ETH_CHGS_subState
ETH,0x29C,CHGS_status,CHGS_v12V,ETH_CHGS_v12V
ETH,0x2CC,CHGS_thermalStatus2,CHGS_tempPercent,ETH_CHGS_tempPercent
ETH,0x22E,CHGVI_HVJBstatus,HVJB_Current,ETH_HVJB_Current
ETH,0x22E,CHGVI_HVJBstatus,HVJB_Fault,ETH_HVJB_Fault
ETH,0x22E,CHGVI_HVJBstatus,HVJB_Temperature,ETH_HVJB_Temperature
ETH,0x22C,CHG_HVStatus,CHG_iBat,ETH_CHG_iBat
ETH,0x22C,CHG_HVStatus,CHG_inputPowerUI,ETH_CHG_inputPowerUI
ETH,0x22C,CHG_HVStatus,CHG_vBat,ETH_CHG_vBat
ETH,0x22C,CHG_HVStatus,CHG_vBoost,ETH_CHG_vBoost
ETH,0x22C,CHG_HVStatus,CHG_vBoostTarget,ETH_CHG_vBoostTarget
ETH,0x54C,CHG_config,CHG_chargerConfig,ETH_CHG_chargerConfig
ETH,0x53C,CHG_info,CHG_infoSubUsageID,ETH_CHG_infoSubUsageID
ETH,0x20C,CHG_lineStatus,CHG_availableLineCurrent,ETH_CHG_availableLineCurrent
ETH,0x20C,CHG_lineStatus,CHG_cableCurrentLimit,ETH_CHG_cableCurrentLimit
ETH,0x20C,CHG_lineStatus,CHG_chargeEnabled,ETH_CHG_chargeEnabled
ETH,0x20C,CHG_lineStatus,CHG_chargerFault,ETH_CHG_chargerFault
ETH,0x20C,CHG_lineStatus,CHG_inputVoltage,ETH_CHG_inputVoltage
ETH,0x20C,CHG_lineStatus,CHG_lineCurrent,ETH_CHG_lineCurrent
ETH,0x20C,CHG_lineStatus,CHG_numPhases,ETH_CHG_numPhases
ETH,0x20C,CHG_lineStatus,CHG_powerAvailable,ETH_CHG_powerAvailable
ETH,0x21C,CHG_status,CHG_evseAccept,ETH_CHG_evseAccept
ETH,0x21C,CHG_status,CHG_mainState,ETH_CHG_mainState
ETH,0x21C,CHG_status,CHG_pilot,ETH_CHG_pilot
ETH,0x21C,CHG_status,CHG_pilotCurrent,ETH_CHG_pilotCurrent
ETH,0x21C,CHG_status,CHG_proximity,ETH_CHG_proximity
ETH,0x21C,CHG_status,CHG_requestHVACPowerOn,ETH_CHG_requestHVACPowerOn
ETH,0x21C,CHG_status,CHG_v12V,ETH_CHG_v12V
ETH,0x23C,CHG_thermalStatus,CHG_igbtTempMax,ETH_CHG_igbtTempMax
ETH,0x23C,CHG_thermalStatus,CHG_igbtTemperature,ETH_CHG_igbtTemperature
ETH,0x23C,CHG_thermalStatus,CHG_inletPassiveTarget,ETH_CHG_inletPassiveTarget
ETH,0x23C,CHG_thermalStatus,CHG_magneticsTempMax,ETH_CHG_magneticsTempMax
ETH,0x23C,CHG_thermalStatus,CHG_magneticsTemperature,ETH_CHG_magneticsTemperature
ETH,0x24C,CHG_thermalStatus2,CHG_tempPercent,ETH_CHG_tempPercent
ETH,0x32C,CHG_userMatrix,CHG_u006_latchDownProxLatched,ETH_CHG_u006_latchDownProxLatched
ETH,0x32C,CHG_userMatrix,CHG_u012_PilotCurrentReduced,ETH_CHG_u012_PilotCurrentReduced
ETH,0x53E,CP_info,CP_pcbaId,ETH_CP_pcbaId
ETH,0x53E,CP_info,CP_assemblyId,ETH_CP_assemblyId
ETH,0x53E,CP_info,CP_usageId,ETH_CP_usageId
ETH,0x14,CP_status,CP_apsVoltage,ETH_CP_apsVoltage
ETH,0x14,CP_status,CP_chargeDoorOpen,ETH_CP_chargeDoorOpen
ETH,0x14,CP_status,CP_chargeDoorOpenUI,ETH_CP_chargeDoorOpenUI
ETH,0x14,CP_status,CP_coverClosed,ETH_CP_coverClosed
ETH,0x14,CP_status,CP_dcChargeThermalLimitType,ETH_CP_dcChargeThermalLimitType
ETH,0x14,CP_status,CP_insertEnableLine,ETH_CP_insertEnableLine
ETH,0x14,CP_status,CP_latchState,ETH_CP_latchState
ETH,0x14,CP_status,CP_ledColor,ETH_CP_ledColor
ETH,0x28,CP_warningMatrix,CP_w054_cableNotSecured,ETH_CP_w054_cableNotSecured
ETH,0x247,DAS_autopilotDebug,DAS_autopilotAbortReason,ETH_DAS_autopilotAbortReason
ETH,0x247,DAS_autopilotDebug,DAS_behaviorReport,ETH_DAS_behaviorReport
ETH,0x247,DAS_autopilotDebug,DAS_constructionZone,ETH_DAS_constructionZone
ETH,0x247,DAS_autopilotDebug,DAS_controlDistance,ETH_DAS_controlDistance
ETH,0x247,DAS_autopilotDebug,DAS_controllerHealth,ETH_DAS_controllerHealth
ETH,0x247,DAS_autopilotDebug,DAS_controllerRef,ETH_DAS_controllerRef
ETH,0x247,DAS_autopilotDebug,DAS_laneChangeState,ETH_DAS_laneChangeState
ETH,0x247,DAS_autopilotDebug,DAS_lastWatchdogCode,ETH_DAS_lastWatchdogCode
ETH,0x247,DAS_autopilotDebug,DAS_mapAvailability,ETH_DAS_mapAvailability
ETH,0x247,DAS_autopilotDebug,DAS_roadEstimator,ETH_DAS_roadEstimator
ETH,0x247,DAS_autopilotDebug,DAS_rqstedBehaviorStatus,ETH_DAS_rqstedBehaviorStatus
ETH,0x339,DAS_bodyControls,DAS_ahlbOverride,ETH_DAS_ahlbOverride
ETH,0x339,DAS_bodyControls,DAS_autoWiperState,ETH_DAS_autoWiperState
ETH,0x339,DAS_bodyControls,DAS_mirrorFoldRequest,ETH_DAS_mirrorFoldRequest
ETH,0x339,DAS_bodyControls,DAS_overrideWiperSetting,ETH_DAS_overrideWiperSetting
ETH,0x243,DAS_carLog,DAS_radarTarget1_dx,ETH_DAS_radarTarget1_dx
ETH,0x243,DAS_carLog,DAS_radarTarget1_VxRel,ETH_DAS_radarTarget1_VxRel
ETH,0x243,DAS_carLog,DAS_desiredTarget_dx,ETH_DAS_desiredTarget_dx
ETH,0x243,DAS_carLog,DAS_closestInLaneTargetDx,ETH_DAS_closestInLaneTargetDx
ETH,0x243,DAS_carLog,DAS_closestInLaneTargetVxRel,ETH_DAS_closestInLaneTargetVxRel
ETH,0x23B,DAS_lanes,DAS_lanesCounter,ETH_DAS_lanesCounter
ETH,0x23B,DAS_lanes,DAS_leftFork,ETH_DAS_leftFork
ETH,0x23B,DAS_lanes,DAS_leftLaneExists,ETH_DAS_leftLaneExists
ETH,0x23B,DAS_lanes,DAS_leftLineUsage,ETH_DAS_leftLineUsage
ETH,0x23B,DAS_lanes,DAS_rightFork,ETH_DAS_rightFork
ETH,0x23B,DAS_lanes,DAS_rightLaneExists,ETH_DAS_rightLaneExists
ETH,0x23B,DAS_lanes,DAS_rightLineUsage,ETH_DAS_rightLineUsage
ETH,0x23B,DAS_lanes,DAS_virtualLaneC0,ETH_DAS_virtualLaneC0
ETH,0x23B,DAS_lanes,DAS_virtualLaneC1,ETH_DAS_virtualLaneC1
ETH,0x23B,DAS_lanes,DAS_virtualLaneC2,ETH_DAS_virtualLaneC2
ETH,0x23B,DAS_lanes,DAS_virtualLaneC3,ETH_DAS_virtualLaneC3
ETH,0x23B,DAS_lanes,DAS_virtualLaneViewRange,ETH_DAS_virtualLaneViewRange
ETH,0x23B,DAS_lanes,DAS_virtualLaneWidth,ETH_DAS_virtualLaneWidth
ETH,0x403,DAS_object,DAS_leadVehType,ETH_DAS_leadVehType
ETH,0x403,DAS_object,DAS_leadVehRelevantForControl,ETH_DAS_leadVehRelevantForControl
ETH,0x403,DAS_object,DAS_leadVehDx,ETH_DAS_leadVehDx
ETH,0x403,DAS_object,DAS_leadVehVxRel,ETH_DAS_leadVehVxRel
ETH,0x403,DAS_object,DAS_leadVehDy,ETH_DAS_leadVehDy
ETH,0x403,DAS_object,DAS_leadVehId,ETH_DAS_leadVehId
ETH,0x403,DAS_object,DAS_leadVeh2Type,ETH_DAS_leadVeh2Type
ETH,0x403,DAS_object,DAS_leadVeh2RelevantForControl,ETH_DAS_leadVeh2RelevantForControl
ETH,0x403,DAS_object,DAS_leadVeh2Dx,ETH_DAS_leadVeh2Dx
ETH,0x403,DAS_object,DAS_leadVeh2VxRel,ETH_DAS_leadVeh2VxRel
ETH,0x403,DAS_object,DAS_leadVeh2Dy,ETH_DAS_leadVeh2Dy
ETH,0x403,DAS_object,DAS_leadVeh2Id,ETH_DAS_leadVeh2Id
ETH,0x403,DAS_object,DAS_leftVehType,ETH_DAS_leftVehType
ETH,0x403,DAS_object,DAS_leftVehRelevantForControl,ETH_DAS_leftVehRelevantForControl
ETH,0x403,DAS_object,DAS_leftVehDx,ETH_DAS_leftVehDx
ETH,0x403,DAS_object,DAS_leftVehVxRel,ETH_DAS_leftVehVxRel
ETH,0x403,DAS_object,DAS_leftVehDy,ETH_DAS_leftVehDy
ETH,0x403,DAS_object,DAS_leftVehId,ETH_DAS_leftVehId
ETH,0x403,DAS_object,DAS_leftVeh2Type,ETH_DAS_leftVeh2Type
ETH,0x403,DAS_object,DAS_leftVeh2RelevantForControl,ETH_DAS_leftVeh2RelevantForControl
ETH,0x403,DAS_object,DAS_leftVeh2Dx,ETH_DAS_leftVeh2Dx
ETH,0x403,DAS_object,DAS_leftVeh2VxRel,ETH_DAS_leftVeh2VxRel
ETH,0x403,DAS_object,DAS_leftVeh2Dy,ETH_DAS_leftVeh2Dy
ETH,0x403,DAS_object,DAS_leftVeh2Id,ETH_DAS_leftVeh2Id
ETH,0x403,DAS_object,DAS_rightVehType,ETH_DAS_rightVehType
ETH,0x403,DAS_object,DAS_rightVehRelevantForControl,ETH_DAS_rightVehRelevantForControl
ETH,0x403,DAS_object,DAS_rightVehDx,ETH_DAS_rightVehDx
ETH,0x403,DAS_object,DAS_rightVehVxRel,ETH_DAS_rightVehVxRel
ETH,0x403,DAS_object,DAS_rightVehDy,ETH_DAS_rightVehDy
ETH,0x403,DAS_object,DAS_rightVehId,ETH_DAS_rightVehId
ETH,0x403,DAS_object,DAS_rightVeh2Type,ETH_DAS_rightVeh2Type
ETH,0x403,DAS_object,DAS_rightVeh2RelevantForControl,ETH_DAS_rightVeh2RelevantForControl
ETH,0x403,DAS_object,DAS_rightVeh2Dx,ETH_DAS_rightVeh2Dx
ETH,0x403,DAS_object,DAS_rightVeh2VxRel,ETH_DAS_rightVeh2VxRel
ETH,0x403,DAS_object,DAS_rightVeh2Dy,ETH_DAS_rightVeh2Dy
ETH,0x403,DAS_object,DAS_rightVeh2Id,ETH_DAS_rightVeh2Id
ETH,0x403,DAS_object,DAS_cutinVehType,ETH_DAS_cutinVehType
ETH,0x403,DAS_object,DAS_cutinVehRelevantForControl,ETH_DAS_cutinVehRelevantForControl
ETH,0x403,DAS_object,DAS_cutinVehDx,ETH_DAS_cutinVehDx
ETH,0x403,DAS_object,DAS_cutinVehVxRel,ETH_DAS_cutinVehVxRel
ETH,0x403,DAS_object,DAS_cutinVehDy,ETH_DAS_cutinVehDy
ETH,0x403,DAS_object,DAS_cutinVehId,ETH_DAS_cutinVehId
ETH,0x403,DAS_object,DAS_roadSignColor,ETH_DAS_roadSignColor
ETH,0x403,DAS_object,DAS_roadSignId,ETH_DAS_roadSignId
ETH,0x403,DAS_object,DAS_roadSignStopLineDist,ETH_DAS_roadSignStopLineDist
ETH,0x403,DAS_object,DAS_roadSignControlActive,ETH_DAS_roadSignControlActive
ETH,0x403,DAS_object,DAS_roadSignSource,ETH_DAS_roadSignSource
ETH,0x399,DAS_status,DAS_autoLaneChangeState,ETH_DAS_autoLaneChangeState
ETH,0x399,DAS_status,DAS_autoParked,ETH_DAS_autoParked
ETH,0x399,DAS_status,DAS_blindSpotRearLeft,ETH_DAS_blindSpotRearLeft
ETH,0x399,DAS_status,DAS_blindSpotRearRight,ETH_DAS_blindSpotRearRight
ETH,0x399,DAS_status,DAS_fleetSpeedState,ETH_DAS_fleetSpeedState
ETH,0x399,DAS_status,DAS_lssState,ETH_DAS_lssState
ETH,0x389,DAS_status2,DAS_ACC_report,ETH_DAS_ACC_report
ETH,0x389,DAS_status2,DAS_accSpeedLimit,ETH_DAS_accSpeedLimit
ETH,0x389,DAS_status2,DAS_activationFailureStatus,ETH_DAS_activationFailureStatus
ETH,0x389,DAS_status2,DAS_csaState,ETH_DAS_csaState
ETH,0x389,DAS_status2,DAS_driverInteractionLevel,ETH_DAS_driverInteractionLevel
ETH,0x389,DAS_status2,DAS_longCollisionWarning,ETH_DAS_longCollisionWarning
ETH,0x389,DAS_status2,DAS_versionIdentifier,ETH_DAS_versionIdentifier
ETH,0x249,DAS_visualDebug,DAS_autosteerBottsDotsUsage,ETH_DAS_autosteerBottsDotsUsage
ETH,0x249,DAS_visualDebug,DAS_autosteerHPPUsage,ETH_DAS_autosteerHPPUsage
ETH,0x249,DAS_visualDebug,DAS_autosteerHealthAnomalyLevel,ETH_DAS_autosteerHealthAnomalyLevel
ETH,0x249,DAS_visualDebug,DAS_autosteerHealthState,ETH_DAS_autosteerHealthState
ETH,0x249,DAS_visualDebug,DAS_autosteerModelUsage,ETH_DAS_autosteerModelUsage
ETH,0x249,DAS_visualDebug,DAS_autosteerNavigationUsage,ETH_DAS_autosteerNavigationUsage
ETH,0x249,DAS_visualDebug,DAS_autosteerVehiclesUsage,ETH_DAS_autosteerVehiclesUsage
ETH,0x249,DAS_visualDebug,DAS_behaviorType,ETH_DAS_behaviorType
ETH,0x249,DAS_visualDebug,DAS_isaSystemState,ETH_DAS_isaSystemState
ETH,0x249,DAS_visualDebug,DAS_lastAutosteerAbortReason,ETH_DAS_lastAutosteerAbortReason
ETH,0x249,DAS_visualDebug,DAS_lastLinePreferenceReason,ETH_DAS_lastLinePreferenceReason
ETH,0x249,DAS_visualDebug,DAS_navAvailable,ETH_DAS_navAvailable
ETH,0x249,DAS_visualDebug,DAS_navDistance,ETH_DAS_navDistance
ETH,0x249,DAS_visualDebug,DAS_offsetSide,ETH_DAS_offsetSide
ETH,0x249,DAS_visualDebug,DAS_plannerState,ETH_DAS_plannerState
ETH,0x249,DAS_visualDebug,DAS_roadSurfaceType,ETH_DAS_roadSurfaceType
ETH,0x249,DAS_visualDebug,DAS_trafficAwareSetSpeedInUse,ETH_DAS_trafficAwareSetSpeedInUse
ETH,0x249,DAS_visualDebug,DAS_ulcInProgress,ETH_DAS_ulcInProgress
ETH,0x249,DAS_visualDebug,DAS_ulcType,ETH_DAS_ulcType
ETH,0x329,DAS_warningMatrix0,DAS_w040_autopilotAngleSaturated,ETH_DAS_w040_autopilotAngleSaturated
ETH,0x7E4,DATLGR_info,DATLGR_serialNum,ETH_DATLGR_serialNum
ETH,0x800,DIS_motorControl,DIS_motorCurrent,ETH_DIS_motorCurrent
ETH,0x800,DIS_motorControl,DIS_vBat,ETH_DIS_vBat
ETH,0x2E5,DIS_power,DIS_mechPower,ETH_DIS_mechPower
ETH,0x801,DIS_state,DIS_state,ETH_DIS_state
ETH,0x7FF,DIS_temperature,DIS_heatsinkT,ETH_DIS_heatsinkT
ETH,0x7FF,DIS_temperature,DIS_inverterT,ETH_DIS_inverterT
ETH,0x7FF,DIS_temperature,DIS_statorT,ETH_DIS_statorT
ETH,0x115,DIS_torque1,DIS_motorRPM,ETH_DIS_motorRPM
ETH,0x115,DIS_torque1,DIS_torqueMotor,ETH_DIS_torqueMotor
ETH,0x3F,DI_alertMatrix5,DI_u009_regenOffOverride,ETH_DI_u009_regenOffOverride
ETH,0x126,DI_motorControl,DI_motorCurrent,ETH_DI_motorCurrent
ETH,0x126,DI_motorControl,DI_vBat,ETH_DI_vBat
ETH,0x266,DI_power,DI_driveBlocked,ETH_DI_driveBlocked
ETH,0x266,DI_power,DI_mechPower,ETH_DI_mechPower
ETH,0x266,DI_power,DI_regenPowerMax,ETH_DI_regenPowerMax
ETH,0x256,DI_state,DI_cruiseSet,ETH_DI_cruiseSet
ETH,0x256,DI_state,DI_cruiseState,ETH_DI_cruiseState
ETH,0x256,DI_state,DI_state,ETH_DI_state
ETH,0x256,DI_state,DI_systemState,ETH_DI_systemState
ETH,0x288,DI_state2,DI_parkButtonAvailable,ETH_DI_parkButtonAvailable
ETH,0x288,DI_state2,DI_vehicleHoldTelltaleOn,ETH_DI_vehicleHoldTelltaleOn
ETH,0x306,DI_temperature,DI_heatsinkT,ETH_DI_heatsinkT
